call_id,call_date,agent_id,handle_time_sec,fcr_flag,escalated_flag,sentiment,queue
19136,2024-04-05,8,290,1,0,Positive,Tech Support
19137,2024-04-05,7,210,0,0,Negative,Billing
19138,2024-04-05,17,412,1,0,Neutral,Sales
19139,2024-04-05,9,318,1,0,Neutral,Tech Support
19140,2024-04-05,2,287,1,1,Neutral,Tech Support
19141,2024-04-05,11,309,0,0,Positive,Billing
19142,2024-04-05,1,459,0,0,Positive,Tech Support
19143,2024-04-05,13,320,1,0,Positive,Tech Support
19144,2024-04-05,3,516,0,0,Neutral,Tech Support
19145,2024-04-05,4,216,1,0,Neutral,Billing
19146,2024-04-05,1,420,1,0,Positive,Sales
19147,2024-04-05,2,451,0,0,Negative,Tech Support
19148,2024-04-05,3,90,1,0,Neutral,Tech Support
19149,2024-04-05,14,273,1,0,Positive,Sales
19150,2024-04-05,9,132,0,0,Negative,Billing
19151,2024-04-05,15,346,1,0,Negative,Billing
19152,2024-04-05,16,431,1,0,Positive,Billing
19153,2024-04-05,13,361,0,0,Neutral,Billing
19154,2024-04-05,14,361,1,1,Positive,Billing
19155,2024-04-05,16,144,1,0,Positive,Billing
19156,2024-04-05,10,384,1,0,Negative,Sales
19157,2024-04-05,3,371,1,0,Positive,Billing
19158,2024-04-05,2,373,1,0,Positive,Tech Support
19159,2024-04-05,1,375,1,0,Positive,Billing
19160,2024-04-05,12,434,0,1,Neutral,Tech Support
19161,2024-04-05,11,228,1,0,Positive,Billing
19162,2024-04-05,12,452,1,0,Positive,Billing
19163,2024-04-05,4,237,1,0,Positive,Billing
19164,2024-04-05,15,443,1,0,Negative,Billing
19165,2024-04-05,16,580,1,0,Positive,Sales
19166,2024-04-05,10,263,1,0,Positive,Sales
19167,2024-04-05,4,349,0,0,Neutral,Tech Support
19168,2024-04-05,7,365,0,0,Negative,Sales
19169,2024-04-05,7,343,1,0,Neutral,Billing
19170,2024-04-05,6,329,1,0,Positive,Tech Support
19171,2024-04-05,3,260,1,0,Neutral,Billing
19172,2024-04-05,9,426,0,0,Neutral,Tech Support
19173,2024-04-05,6,459,0,0,Positive,Tech Support
19174,2024-04-05,5,353,1,0,Positive,Billing
19175,2024-04-05,15,279,1,0,Positive,Billing
19176,2024-04-05,18,263,1,0,Positive,Tech Support
19177,2024-04-05,12,199,1,0,Positive,Billing
19178,2024-04-05,2,296,0,0,Neutral,Billing
19179,2024-04-05,16,153,1,0,Negative,Billing
19180,2024-04-05,13,109,1,0,Neutral,Billing
19181,2024-04-05,15,297,0,0,Positive,Billing
19182,2024-04-05,8,372,1,0,Positive,Tech Support
19183,2024-04-05,17,275,1,0,Neutral,Sales
19184,2024-04-05,8,223,0,0,Neutral,Sales
19185,2024-04-05,12,415,1,0,Positive,Billing
19186,2024-04-05,10,299,1,0,Negative,Tech Support
19187,2024-04-05,7,436,1,0,Positive,Tech Support
19188,2024-04-05,6,397,0,1,Negative,Sales
19189,2024-04-05,11,271,0,0,Neutral,Tech Support
19190,2024-04-05,14,353,1,1,Neutral,Tech Support
19191,2024-04-05,11,403,0,0,Positive,Billing
19192,2024-04-05,12,323,1,0,Positive,Billing
19193,2024-04-05,1,439,1,0,Negative,Tech Support
19194,2024-04-05,9,551,1,0,Neutral,Tech Support
19195,2024-04-05,9,197,0,1,Negative,Sales
19196,2024-04-05,8,311,1,0,Positive,Billing
19197,2024-04-05,7,280,1,0,Positive,Billing
19198,2024-04-05,11,501,0,0,Positive,Tech Support
19199,2024-04-05,18,472,0,1,Positive,Billing
19200,2024-04-05,14,350,1,0,Positive,Tech Support
19201,2024-04-05,15,389,1,0,Negative,Billing
19202,2024-04-05,4,383,1,0,Positive,Sales
19203,2024-04-05,7,346,0,0,Negative,Sales
19204,2024-04-05,3,452,0,0,Positive,Sales
19205,2024-04-05,18,242,1,0,Neutral,Billing
19206,2024-04-05,3,334,1,1,Positive,Tech Support
19207,2024-04-05,14,309,0,0,Neutral,Tech Support
19208,2024-04-05,8,420,1,0,Neutral,Tech Support
19209,2024-04-05,13,447,1,1,Positive,Tech Support
19210,2024-04-05,10,304,1,0,Positive,Tech Support
19211,2024-04-05,8,305,1,0,Neutral,Tech Support
19212,2024-04-05,8,279,0,0,Neutral,Tech Support
19213,2024-04-05,16,308,1,0,Neutral,Billing
19214,2024-04-05,14,276,1,0,Negative,Billing
19215,2024-04-05,7,257,1,0,Positive,Billing
19216,2024-04-05,12,414,1,0,Positive,Tech Support
19217,2024-04-05,5,327,1,0,Neutral,Tech Support
19218,2024-04-05,12,484,1,0,Neutral,Billing
19219,2024-04-05,8,548,1,0,Positive,Billing
19220,2024-04-05,10,347,1,0,Neutral,Tech Support
19221,2024-04-05,6,393,1,0,Neutral,Billing
19222,2024-04-05,18,410,1,1,Negative,Billing
19223,2024-04-05,6,200,0,0,Neutral,Sales
19224,2024-04-05,1,227,1,0,Positive,Billing
19225,2024-04-05,6,497,1,0,Positive,Tech Support
19226,2024-04-05,9,125,1,0,Neutral,Billing
19227,2024-04-05,10,615,1,0,Positive,Billing
19228,2024-04-05,7,453,1,1,Neutral,Tech Support
19229,2024-04-05,16,375,1,0,Positive,Billing
19230,2024-04-05,18,427,0,0,Positive,Sales
19231,2024-04-05,10,434,1,0,Negative,Tech Support
19232,2024-04-05,6,250,0,0,Positive,Billing
19233,2024-04-05,10,190,0,0,Positive,Billing
19234,2024-04-05,8,311,1,0,Positive,Tech Support
19235,2024-04-05,14,386,1,0,Neutral,Billing
19236,2024-04-05,14,339,1,0,Neutral,Tech Support
19237,2024-04-06,4,278,1,1,Neutral,Billing
19238,2024-04-06,8,244,1,0,Positive,Sales
19239,2024-04-06,18,230,1,0,Neutral,Tech Support
19240,2024-04-06,3,321,1,0,Neutral,Tech Support
19241,2024-04-06,14,181,1,0,Positive,Tech Support
19242,2024-04-06,4,338,0,0,Positive,Sales
19243,2024-04-06,7,249,0,1,Negative,Tech Support
19244,2024-04-06,10,317,1,0,Neutral,Tech Support
19245,2024-04-06,1,196,1,0,Positive,Tech Support
19246,2024-04-06,7,314,1,0,Positive,Billing
19247,2024-04-06,3,385,1,0,Positive,Billing
19248,2024-04-06,11,284,0,0,Neutral,Tech Support
19249,2024-04-06,7,242,0,1,Positive,Tech Support
19250,2024-04-06,5,438,1,0,Negative,Billing
19251,2024-04-06,13,246,1,0,Negative,Tech Support
19252,2024-04-06,18,132,1,0,Neutral,Tech Support
19253,2024-04-06,18,558,0,0,Neutral,Billing
19254,2024-04-06,7,250,1,0,Neutral,Billing
19255,2024-04-06,4,275,1,0,Positive,Tech Support
19256,2024-04-06,7,514,0,0,Positive,Billing
19257,2024-04-06,18,476,1,0,Negative,Tech Support
19258,2024-04-06,12,428,1,0,Neutral,Sales
19259,2024-04-06,15,361,0,0,Neutral,Billing
19260,2024-04-06,16,400,1,0,Negative,Billing
19261,2024-04-06,8,450,0,0,Neutral,Billing
19262,2024-04-06,16,302,1,0,Neutral,Sales
19263,2024-04-06,18,341,0,0,Neutral,Billing
19264,2024-04-06,10,302,1,0,Positive,Tech Support
19265,2024-04-06,8,253,1,0,Neutral,Billing
19266,2024-04-06,16,322,1,0,Neutral,Tech Support
19267,2024-04-06,3,445,1,1,Neutral,Billing
19268,2024-04-06,12,285,1,0,Positive,Tech Support
19269,2024-04-06,3,317,1,0,Positive,Billing
19270,2024-04-06,7,308,1,0,Positive,Tech Support
19271,2024-04-06,18,284,1,0,Neutral,Billing
19272,2024-04-06,9,322,1,0,Negative,Tech Support
19273,2024-04-06,15,93,0,0,Positive,Sales
19274,2024-04-06,6,191,1,0,Neutral,Tech Support
19275,2024-04-06,7,423,1,0,Positive,Tech Support
19276,2024-04-06,15,232,0,0,Negative,Tech Support
19277,2024-04-06,1,348,1,0,Neutral,Billing
19278,2024-04-06,11,317,1,1,Neutral,Billing
19279,2024-04-06,2,380,1,0,Negative,Sales
19280,2024-04-06,10,426,1,1,Positive,Tech Support
19281,2024-04-06,2,295,1,0,Neutral,Sales
19282,2024-04-06,7,275,1,0,Negative,Tech Support
19283,2024-04-06,1,386,1,0,Negative,Billing
19284,2024-04-06,14,396,1,1,Positive,Billing
19285,2024-04-06,14,310,1,0,Neutral,Billing
19286,2024-04-06,5,438,0,0,Positive,Tech Support
19287,2024-04-06,5,387,1,0,Negative,Tech Support
19288,2024-04-06,6,442,1,0,Neutral,Billing
19289,2024-04-06,10,286,1,0,Positive,Tech Support
19290,2024-04-06,1,401,0,1,Negative,Sales
19291,2024-04-06,12,494,1,0,Positive,Tech Support
19292,2024-04-06,2,500,1,0,Positive,Billing
19293,2024-04-06,4,541,1,0,Negative,Tech Support
19294,2024-04-06,6,283,1,0,Neutral,Billing
19295,2024-04-06,14,338,1,0,Neutral,Billing
19296,2024-04-06,6,281,1,0,Positive,Tech Support
19297,2024-04-06,13,443,1,0,Positive,Billing
19298,2024-04-06,8,372,0,0,Negative,Tech Support
19299,2024-04-06,1,269,1,0,Negative,Sales
19300,2024-04-06,12,311,1,0,Negative,Tech Support
19301,2024-04-06,16,363,1,1,Positive,Billing
19302,2024-04-06,5,247,1,1,Neutral,Tech Support
19303,2024-04-06,14,202,0,0,Negative,Tech Support
19304,2024-04-06,4,319,1,0,Neutral,Sales
19305,2024-04-06,8,419,0,0,Positive,Billing
19306,2024-04-06,12,296,1,0,Neutral,Billing
19307,2024-04-06,12,245,1,0,Neutral,Sales
19308,2024-04-06,13,469,1,0,Positive,Sales
19309,2024-04-06,6,265,1,0,Positive,Tech Support
19310,2024-04-06,17,127,1,0,Neutral,Billing
19311,2024-04-06,7,389,1,0,Negative,Sales
19312,2024-04-06,10,470,1,0,Neutral,Tech Support
19313,2024-04-06,18,170,1,0,Positive,Billing
19314,2024-04-06,2,577,0,0,Neutral,Billing
19315,2024-04-06,17,419,1,0,Positive,Billing
19316,2024-04-06,7,208,1,0,Positive,Tech Support
19317,2024-04-06,5,232,1,0,Positive,Billing
19318,2024-04-06,13,230,0,0,Positive,Billing
19319,2024-04-06,14,450,1,0,Positive,Billing
19320,2024-04-06,8,156,1,0,Positive,Billing
19321,2024-04-06,17,191,1,0,Negative,Billing
19322,2024-04-06,3,90,1,0,Positive,Tech Support
19323,2024-04-06,10,331,1,1,Neutral,Billing
19324,2024-04-06,18,422,1,0,Neutral,Tech Support
19325,2024-04-06,7,301,1,1,Neutral,Billing
19326,2024-04-06,16,402,1,0,Positive,Billing
19327,2024-04-06,13,190,1,0,Positive,Billing
19328,2024-04-06,5,372,1,0,Negative,Sales
19329,2024-04-06,7,402,1,0,Negative,Tech Support
19330,2024-04-06,3,410,1,0,Positive,Tech Support
19331,2024-04-06,16,347,1,0,Neutral,Tech Support
19332,2024-04-06,9,383,0,0,Positive,Billing
19333,2024-04-06,18,328,1,0,Positive,Billing
19334,2024-04-06,5,702,1,0,Positive,Sales
19335,2024-04-06,1,357,1,0,Positive,Sales
19336,2024-04-06,10,511,1,0,Neutral,Sales
19337,2024-04-06,16,294,1,0,Neutral,Tech Support
19338,2024-04-06,14,164,1,0,Negative,Billing
19339,2024-04-06,17,354,1,0,Neutral,Tech Support
19340,2024-04-06,6,399,1,0,Neutral,Sales
19341,2024-04-06,10,319,0,0,Negative,Sales
19342,2024-04-06,7,239,1,0,Positive,Tech Support
19343,2024-04-06,16,328,1,0,Neutral,Sales
19344,2024-04-06,12,281,1,0,Positive,Sales
19345,2024-04-06,16,321,1,1,Neutral,Sales
19346,2024-04-06,10,595,0,0,Negative,Sales
19347,2024-04-06,9,323,1,0,Negative,Sales
19348,2024-04-06,1,459,1,1,Positive,Billing
19349,2024-04-06,17,368,1,0,Neutral,Tech Support
19350,2024-04-06,6,492,1,0,Neutral,Billing
19351,2024-04-06,10,577,0,0,Positive,Tech Support
19352,2024-04-06,3,670,1,0,Neutral,Tech Support
19353,2024-04-06,14,404,1,0,Neutral,Tech Support
19354,2024-04-06,16,429,1,0,Negative,Tech Support
19355,2024-04-06,14,283,1,0,Positive,Tech Support
19356,2024-04-06,9,308,1,0,Positive,Tech Support
19357,2024-04-06,17,251,1,0,Positive,Billing
19358,2024-04-06,15,367,1,0,Neutral,Tech Support
19359,2024-04-06,4,347,1,1,Positive,Sales
19360,2024-04-06,5,419,0,0,Positive,Sales
19361,2024-04-06,9,438,1,0,Positive,Sales
19362,2024-04-06,2,375,1,0,Positive,Billing
19363,2024-04-06,7,439,1,0,Negative,Tech Support
19364,2024-04-06,17,337,1,1,Neutral,Billing
19365,2024-04-06,8,295,1,0,Neutral,Billing
19366,2024-04-06,16,178,1,0,Positive,Sales
19367,2024-04-06,11,374,1,1,Neutral,Tech Support
19368,2024-04-06,11,264,1,0,Negative,Billing
19369,2024-04-06,3,350,1,0,Positive,Billing
19370,2024-04-06,3,292,1,0,Positive,Tech Support
19371,2024-04-06,18,321,1,0,Positive,Billing
19372,2024-04-06,2,347,1,0,Neutral,Tech Support
19373,2024-04-06,18,454,1,0,Positive,Billing
19374,2024-04-06,13,323,1,0,Neutral,Tech Support
19375,2024-04-06,16,394,0,1,Positive,Billing
19376,2024-04-06,10,462,1,0,Positive,Billing
19377,2024-04-06,4,219,1,0,Neutral,Sales
19378,2024-04-06,7,254,1,1,Neutral,Tech Support
19379,2024-04-06,17,213,1,0,Positive,Tech Support
19380,2024-04-06,11,352,0,0,Negative,Billing
19381,2024-04-06,13,228,1,0,Neutral,Sales
19382,2024-04-06,1,477,1,0,Negative,Billing
19383,2024-04-06,10,145,1,0,Positive,Tech Support
19384,2024-04-07,4,370,0,0,Neutral,Tech Support
19385,2024-04-07,10,381,0,0,Negative,Tech Support
19386,2024-04-07,18,436,1,0,Neutral,Sales
19387,2024-04-07,16,288,0,0,Negative,Tech Support
19388,2024-04-07,9,191,1,0,Neutral,Sales
19389,2024-04-07,15,331,1,0,Positive,Billing
19390,2024-04-07,8,342,1,0,Neutral,Billing
19391,2024-04-07,10,295,1,0,Neutral,Billing
19392,2024-04-07,18,394,1,0,Neutral,Billing
19393,2024-04-07,7,460,1,0,Neutral,Billing
19394,2024-04-07,9,316,1,0,Neutral,Tech Support
19395,2024-04-07,5,400,1,0,Neutral,Sales
19396,2024-04-07,1,410,0,0,Positive,Tech Support
19397,2024-04-07,10,90,1,0,Neutral,Tech Support
19398,2024-04-07,13,147,1,0,Positive,Billing
19399,2024-04-07,10,337,0,0,Neutral,Billing
19400,2024-04-07,10,506,1,0,Negative,Tech Support
19401,2024-04-07,3,255,1,0,Positive,Billing
19402,2024-04-07,5,405,1,0,Neutral,Billing
19403,2024-04-07,13,289,0,0,Negative,Tech Support
19404,2024-04-07,10,290,1,0,Neutral,Tech Support
19405,2024-04-07,17,284,1,0,Positive,Billing
19406,2024-04-07,6,374,1,1,Positive,Billing
19407,2024-04-07,9,313,0,1,Positive,Billing
19408,2024-04-07,13,263,1,0,Neutral,Billing
19409,2024-04-07,12,237,1,0,Negative,Billing
19410,2024-04-07,18,216,1,0,Neutral,Tech Support
19411,2024-04-07,4,104,1,0,Positive,Billing
19412,2024-04-07,2,423,1,0,Positive,Sales
19413,2024-04-07,13,349,1,0,Negative,Billing
19414,2024-04-07,14,286,1,0,Positive,Sales
19415,2024-04-07,6,486,1,0,Neutral,Billing
19416,2024-04-07,16,266,1,0,Neutral,Tech Support
19417,2024-04-07,6,345,1,0,Positive,Billing
19418,2024-04-07,13,404,1,0,Neutral,Billing
19419,2024-04-07,18,197,0,0,Positive,Sales
19420,2024-04-07,11,311,1,0,Negative,Sales
19421,2024-04-07,12,383,0,0,Neutral,Tech Support
19422,2024-04-07,6,502,1,0,Positive,Tech Support
19423,2024-04-07,16,338,1,0,Positive,Billing
19424,2024-04-07,7,262,0,0,Negative,Billing
19425,2024-04-07,9,157,1,0,Neutral,Tech Support
19426,2024-04-07,3,440,1,0,Neutral,Billing
19427,2024-04-07,16,351,0,0,Positive,Sales
19428,2024-04-07,2,312,0,0,Positive,Billing
19429,2024-04-07,3,452,1,1,Positive,Tech Support
19430,2024-04-07,13,96,1,0,Negative,Tech Support
19431,2024-04-07,1,317,1,0,Negative,Billing
19432,2024-04-07,3,170,0,0,Negative,Billing
19433,2024-04-07,8,164,1,0,Positive,Tech Support
19434,2024-04-07,1,521,1,0,Positive,Tech Support
19435,2024-04-07,17,179,1,0,Neutral,Tech Support
19436,2024-04-07,5,335,0,0,Positive,Tech Support
19437,2024-04-07,4,378,1,1,Neutral,Tech Support
19438,2024-04-07,1,297,1,0,Neutral,Sales
19439,2024-04-07,6,485,0,1,Positive,Billing
19440,2024-04-07,11,92,1,0,Positive,Tech Support
19441,2024-04-07,7,123,1,0,Positive,Billing
19442,2024-04-07,10,488,1,0,Negative,Billing
19443,2024-04-07,6,266,0,0,Positive,Sales
19444,2024-04-07,8,227,1,0,Positive,Sales
19445,2024-04-07,5,382,1,0,Neutral,Tech Support
19446,2024-04-07,2,129,1,0,Neutral,Tech Support
19447,2024-04-07,3,565,0,0,Neutral,Billing
19448,2024-04-07,10,347,1,1,Positive,Sales
19449,2024-04-07,4,623,1,0,Positive,Tech Support
19450,2024-04-07,13,409,1,0,Positive,Tech Support
19451,2024-04-07,12,188,1,0,Positive,Billing
19452,2024-04-07,7,300,1,0,Positive,Billing
19453,2024-04-07,2,415,1,0,Neutral,Tech Support
19454,2024-04-07,5,389,1,0,Neutral,Tech Support
19455,2024-04-07,17,539,0,0,Positive,Tech Support
19456,2024-04-07,8,321,1,0,Negative,Sales
19457,2024-04-07,15,190,0,0,Negative,Tech Support
19458,2024-04-07,6,129,1,0,Neutral,Billing
19459,2024-04-07,15,345,1,0,Negative,Sales
19460,2024-04-07,7,312,1,0,Neutral,Billing
19461,2024-04-07,18,487,1,0,Positive,Billing
19462,2024-04-07,11,407,1,0,Positive,Tech Support
19463,2024-04-07,10,237,1,1,Negative,Tech Support
19464,2024-04-07,1,239,1,1,Positive,Sales
19465,2024-04-07,16,303,0,0,Neutral,Billing
19466,2024-04-07,6,303,1,0,Neutral,Sales
19467,2024-04-07,16,433,1,0,Positive,Tech Support
19468,2024-04-07,3,476,1,0,Negative,Billing
19469,2024-04-07,1,128,1,0,Positive,Billing
19470,2024-04-07,5,324,1,0,Positive,Billing
19471,2024-04-07,1,279,1,0,Positive,Tech Support
19472,2024-04-07,15,389,0,0,Negative,Sales
19473,2024-04-07,13,424,1,0,Neutral,Billing
19474,2024-04-07,8,337,1,0,Negative,Billing
19475,2024-04-07,7,303,1,0,Neutral,Tech Support
19476,2024-04-07,9,298,1,0,Positive,Billing
19477,2024-04-07,15,292,1,0,Neutral,Sales
19478,2024-04-07,6,411,0,0,Positive,Sales
19479,2024-04-07,17,423,1,0,Positive,Billing
19480,2024-04-07,18,311,0,0,Negative,Tech Support
19481,2024-04-07,9,352,1,0,Positive,Tech Support
19482,2024-04-07,16,399,0,0,Positive,Tech Support
19483,2024-04-07,15,235,1,0,Negative,Sales
19484,2024-04-07,2,329,1,0,Positive,Tech Support
19485,2024-04-07,9,290,0,0,Neutral,Billing
19486,2024-04-07,5,483,0,1,Positive,Sales
19487,2024-04-07,14,201,1,0,Negative,Tech Support
19488,2024-04-07,8,226,1,0,Neutral,Billing
19489,2024-04-07,11,417,0,0,Positive,Billing
19490,2024-04-07,14,542,1,0,Positive,Tech Support
19491,2024-04-07,17,289,1,1,Positive,Billing
19492,2024-04-07,6,279,0,0,Positive,Billing
19493,2024-04-07,4,167,0,0,Neutral,Billing
19494,2024-04-07,4,385,1,0,Positive,Tech Support
19495,2024-04-07,14,330,1,0,Positive,Billing
19496,2024-04-07,3,341,1,1,Positive,Billing
19497,2024-04-07,5,245,1,0,Neutral,Billing
19498,2024-04-07,16,425,0,0,Positive,Tech Support
19499,2024-04-07,12,386,1,0,Neutral,Tech Support
19500,2024-04-07,8,581,0,1,Neutral,Tech Support
19501,2024-04-07,16,331,1,0,Positive,Tech Support
19502,2024-04-07,6,249,1,0,Positive,Tech Support
19503,2024-04-07,8,465,1,0,Neutral,Billing
19504,2024-04-07,8,644,1,0,Positive,Billing
19505,2024-04-07,13,294,1,0,Positive,Tech Support
19506,2024-04-07,18,469,1,0,Neutral,Tech Support
19507,2024-04-07,5,270,0,0,Positive,Billing
19508,2024-04-07,13,310,1,0,Negative,Billing
19509,2024-04-07,8,242,1,0,Positive,Tech Support
19510,2024-04-07,5,483,1,1,Positive,Billing
19511,2024-04-07,6,382,0,0,Neutral,Billing
19512,2024-04-07,4,437,0,0,Positive,Tech Support
19513,2024-04-07,4,539,1,0,Positive,Billing
19514,2024-04-07,3,90,1,0,Neutral,Sales
19515,2024-04-07,18,132,1,0,Neutral,Tech Support
19516,2024-04-07,17,283,1,0,Positive,Tech Support
19517,2024-04-07,14,295,1,0,Positive,Tech Support
19518,2024-04-07,9,331,0,0,Positive,Tech Support
19519,2024-04-07,18,539,1,0,Neutral,Billing
19520,2024-04-07,13,387,1,0,Negative,Tech Support
19521,2024-04-07,15,343,1,0,Positive,Billing
19522,2024-04-07,16,291,0,1,Positive,Tech Support
19523,2024-04-07,6,195,1,0,Positive,Billing
19524,2024-04-07,2,191,0,0,Positive,Sales
19525,2024-04-07,14,412,1,0,Positive,Billing
19526,2024-04-07,4,228,1,0,Neutral,Tech Support
19527,2024-04-07,18,364,1,1,Neutral,Tech Support
19528,2024-04-07,8,473,0,0,Negative,Billing
19529,2024-04-07,1,373,0,0,Positive,Billing
19530,2024-04-07,14,237,1,0,Positive,Billing
19531,2024-04-07,9,469,1,0,Positive,Tech Support
19532,2024-04-07,8,323,1,0,Positive,Sales
19533,2024-04-07,12,161,1,0,Positive,Tech Support
19534,2024-04-07,6,284,1,0,Positive,Billing
19535,2024-04-07,14,401,1,0,Neutral,Billing
19536,2024-04-07,2,156,0,0,Negative,Billing
19537,2024-04-07,14,335,1,1,Neutral,Tech Support
19538,2024-04-07,8,362,1,0,Positive,Billing
19539,2024-04-07,10,284,1,1,Positive,Sales
19540,2024-04-07,4,435,1,0,Positive,Tech Support
19541,2024-04-07,2,394,1,0,Neutral,Billing
19542,2024-04-07,18,282,1,0,Negative,Billing
19543,2024-04-07,5,359,1,0,Neutral,Billing
19544,2024-04-07,16,485,1,1,Positive,Tech Support
19545,2024-04-07,17,299,1,0,Neutral,Billing
19546,2024-04-07,8,465,0,0,Positive,Sales
19547,2024-04-07,17,341,0,0,Neutral,Billing
19548,2024-04-07,2,414,1,0,Positive,Billing
19549,2024-04-07,9,340,1,0,Negative,Billing
19550,2024-04-07,7,320,1,0,Positive,Sales
19551,2024-04-07,3,510,1,0,Neutral,Billing
19552,2024-04-07,18,248,1,0,Positive,Tech Support
19553,2024-04-07,1,179,0,0,Negative,Billing
19554,2024-04-07,12,236,1,0,Negative,Tech Support
19555,2024-04-07,8,484,0,1,Neutral,Sales
19556,2024-04-07,9,192,1,0,Positive,Tech Support
19557,2024-04-07,11,398,1,0,Positive,Tech Support
19558,2024-04-07,8,438,0,0,Neutral,Sales
19559,2024-04-07,10,291,1,0,Positive,Tech Support
19560,2024-04-07,4,302,0,0,Neutral,Billing
19561,2024-04-07,11,334,1,1,Positive,Sales
19562,2024-04-07,3,185,0,0,Positive,Billing
19563,2024-04-07,13,348,1,0,Neutral,Billing
19564,2024-04-07,8,232,0,0,Positive,Tech Support
19565,2024-04-07,7,331,1,0,Negative,Billing
19566,2024-04-07,18,463,0,0,Neutral,Tech Support
19567,2024-04-07,12,319,1,0,Positive,Sales
19568,2024-04-07,17,402,1,1,Neutral,Billing
19569,2024-04-07,1,497,1,0,Positive,Tech Support
19570,2024-04-07,16,319,1,0,Neutral,Tech Support
19571,2024-04-07,15,441,1,0,Negative,Tech Support
19572,2024-04-07,7,354,0,0,Neutral,Billing
19573,2024-04-07,12,334,0,0,Positive,Billing
19574,2024-04-07,11,296,1,0,Positive,Tech Support
19575,2024-04-07,2,485,1,0,Positive,Tech Support
19576,2024-04-07,4,220,1,0,Positive,Tech Support
19577,2024-04-07,2,480,0,0,Negative,Billing
19578,2024-04-07,5,273,1,0,Neutral,Tech Support
19579,2024-04-07,15,459,1,0,Positive,Tech Support
19580,2024-04-07,4,420,1,0,Positive,Tech Support
19581,2024-04-07,3,338,0,0,Positive,Billing
19582,2024-04-08,7,266,1,1,Positive,Billing
19583,2024-04-08,8,473,1,0,Positive,Tech Support
19584,2024-04-08,1,323,1,0,Neutral,Tech Support
19585,2024-04-08,9,233,1,0,Neutral,Tech Support
19586,2024-04-08,16,265,0,0,Positive,Billing
19587,2024-04-08,4,133,1,0,Positive,Billing
19588,2024-04-08,17,312,0,0,Positive,Tech Support
19589,2024-04-08,11,253,1,1,Neutral,Billing
19590,2024-04-08,4,254,0,0,Positive,Billing
19591,2024-04-08,7,456,1,0,Positive,Billing
19592,2024-04-08,6,286,1,0,Positive,Tech Support
19593,2024-04-08,1,344,0,0,Negative,Billing
19594,2024-04-08,4,389,1,0,Neutral,Billing
19595,2024-04-08,8,425,1,1,Neutral,Sales
19596,2024-04-08,13,508,1,0,Neutral,Tech Support
19597,2024-04-08,8,525,1,0,Neutral,Tech Support
19598,2024-04-08,18,409,0,1,Positive,Tech Support
19599,2024-04-08,7,310,1,1,Positive,Billing
19600,2024-04-08,17,191,1,0,Positive,Billing
19601,2024-04-08,18,267,1,0,Positive,Tech Support
19602,2024-04-08,1,197,1,0,Positive,Tech Support
19603,2024-04-08,10,157,0,1,Neutral,Sales
19604,2024-04-08,17,199,1,0,Positive,Tech Support
19605,2024-04-08,5,234,1,0,Positive,Tech Support
19606,2024-04-08,9,524,1,0,Neutral,Tech Support
19607,2024-04-08,7,352,0,0,Positive,Tech Support
19608,2024-04-08,3,290,0,0,Neutral,Sales
19609,2024-04-08,5,343,1,0,Negative,Billing
19610,2024-04-08,6,144,1,0,Negative,Billing
19611,2024-04-08,9,248,0,0,Neutral,Billing
19612,2024-04-08,10,394,1,0,Neutral,Billing
19613,2024-04-08,11,357,1,0,Positive,Tech Support
19614,2024-04-08,7,200,0,0,Positive,Sales
19615,2024-04-08,4,463,1,1,Positive,Billing
19616,2024-04-08,11,483,1,0,Positive,Billing
19617,2024-04-08,6,421,0,0,Positive,Tech Support
19618,2024-04-08,2,357,1,1,Positive,Tech Support
19619,2024-04-08,8,357,1,0,Neutral,Tech Support
19620,2024-04-08,12,329,1,0,Positive,Billing
19621,2024-04-08,16,439,1,1,Neutral,Sales
19622,2024-04-08,7,112,1,0,Positive,Sales
19623,2024-04-08,5,225,0,0,Positive,Billing
19624,2024-04-08,16,240,1,0,Positive,Sales
19625,2024-04-08,10,346,1,0,Neutral,Billing
19626,2024-04-08,11,196,1,0,Negative,Billing
19627,2024-04-08,12,268,0,0,Negative,Tech Support
19628,2024-04-08,1,298,1,0,Positive,Billing
19629,2024-04-08,3,416,0,0,Positive,Billing
19630,2024-04-08,18,416,1,0,Positive,Billing
19631,2024-04-08,3,389,0,0,Positive,Tech Support
19632,2024-04-08,4,241,1,0,Neutral,Billing
19633,2024-04-08,14,376,1,0,Positive,Billing
19634,2024-04-08,11,363,1,0,Positive,Tech Support
19635,2024-04-08,14,253,0,0,Positive,Tech Support
19636,2024-04-08,8,277,1,0,Negative,Sales
19637,2024-04-08,8,614,1,0,Negative,Billing
19638,2024-04-08,11,321,0,0,Positive,Billing
19639,2024-04-08,6,433,1,0,Positive,Tech Support
19640,2024-04-08,3,381,0,0,Negative,Sales
19641,2024-04-08,8,210,1,0,Positive,Billing
19642,2024-04-08,5,279,0,0,Positive,Tech Support
19643,2024-04-08,11,304,1,0,Positive,Billing
19644,2024-04-08,5,287,0,0,Positive,Tech Support
19645,2024-04-08,1,340,0,0,Negative,Billing
19646,2024-04-08,8,702,0,1,Positive,Billing
19647,2024-04-08,3,182,0,0,Negative,Billing
19648,2024-04-08,7,193,0,0,Neutral,Sales
19649,2024-04-08,18,514,1,0,Positive,Tech Support
